src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,attack_type,label,hour,day,anomaly
192.168.1.148,10.0.0.161,23403,77,TCP,1553,2023-01-22 18:18:17,Normal,0,18,Sunday,0
192.168.1.129,10.0.0.133,46588,47,TCP,1558,2023-01-03 23:28:44,Normal,0,23,Tuesday,0
192.168.1.113,10.0.0.143,46520,527,ICMP,1898,2023-01-14 03:07:59,Normal,0,3,Saturday,0
192.168.1.162,10.0.0.188,13298,724,ICMP,248,2023-01-01 17:10:03,Exploits,1,17,Sunday,0
192.168.1.221,10.0.0.25,3853,556,ICMP,1260,2023-01-12 11:14:26,Normal,0,11,Thursday,0
192.168.1.149,10.0.0.121,8909,539,TCP,1357,2023-01-08 20:00:58,Normal,0,20,Sunday,0
192.168.1.90,10.0.0.39,23803,162,TCP,1619,2023-01-02 17:04:51,Normal,0,17,Monday,0
192.168.1.27,10.0.0.14,63354,123,TCP,1727,2023-01-18 05:26:30,Normal,0,5,Wednesday,0
192.168.1.207,10.0.0.36,7047,200,ICMP,706,2023-01-15 15:56:36,Normal,0,15,Sunday,0
192.168.1.29,10.0.0.211,29736,145,UDP,1502,2023-01-16 22:21:23,Exploits,1,22,Monday,0
192.168.1.156,10.0.0.244,52445,490,TCP,669,2023-01-20 11:12:23,Generic,1,11,Friday,0
192.168.1.151,10.0.0.118,11306,148,TCP,1671,2023-01-08 19:06:13,Normal,0,19,Sunday,0
192.168.1.247,10.0.0.232,53311,644,TCP,381,2023-01-03 02:38:04,Normal,0,2,Tuesday,0
192.168.1.143,10.0.0.89,8365,612,ICMP,1633,2023-01-04 21:06:31,Normal,0,21,Wednesday,0
192.168.1.119,10.0.0.206,5110,987,TCP,1855,2023-01-20 21:45:06,Normal,0,21,Friday,1
192.168.1.78,10.0.0.144,26404,125,ICMP,1038,2023-01-18 08:17:31,Normal,0,8,Wednesday,0
192.168.1.226,10.0.0.52,1479,909,TCP,1176,2023-01-09 05:04:11,Normal,0,5,Monday,0
192.168.1.204,10.0.0.113,49072,37,TCP,1363,2023-01-09 18:47:07,Exploits,1,18,Monday,0
192.168.1.111,10.0.0.36,54885,256,UDP,1900,2023-01-01 01:32:14,Normal,0,1,Sunday,0
192.168.1.8,10.0.0.136,49194,762,ICMP,338,2023-01-03 05:16:48,Reconnaissance,1,5,Tuesday,0
192.168.1.9,10.0.0.43,7330,523,TCP,1791,2023-01-04 01:19:55,Normal,0,1,Wednesday,0
192.168.1.132,10.0.0.250,17856,916,TCP,1069,2023-01-20 08:15:39,Normal,0,8,Friday,0
192.168.1.166,10.0.0.109,39301,524,TCP,269,2023-01-16 03:19:23,Backdoor,1,3,Monday,0
192.168.1.96,10.0.0.208,64218,947,UDP,709,2023-01-17 22:33:08,Reconnaissance,1,22,Tuesday,0
192.168.1.129,10.0.0.192,54401,110,ICMP,909,2023-01-07 18:00:46,Analysis,1,18,Saturday,0
192.168.1.115,10.0.0.121,42420,39,ICMP,1996,2023-01-04 10:18:52,Normal,0,10,Wednesday,0
192.168.1.115,10.0.0.21,30823,23,UDP,543,2023-01-03 00:05:49,Normal,0,0,Tuesday,0
192.168.1.24,10.0.0.26,57419,376,ICMP,577,2023-01-13 20:21:48,DoS,1,20,Friday,0
192.168.1.149,10.0.0.154,15899,142,TCP,630,2023-01-17 16:51:58,Normal,0,16,Tuesday,0
192.168.1.205,10.0.0.11,4343,26,UDP,1704,2023-01-03 21:22:52,Normal,0,21,Tuesday,1
192.168.1.29,10.0.0.38,45361,699,TCP,1237,2023-01-22 03:31:09,Normal,0,3,Sunday,0
192.168.1.113,10.0.0.197,20215,771,TCP,363,2023-01-22 02:54:26,Normal,0,2,Sunday,0
192.168.1.116,10.0.0.137,6969,181,ICMP,1216,2023-01-14 05:37:30,Normal,0,5,Saturday,0
192.168.1.176,10.0.0.228,35305,442,UDP,1038,2023-01-19 14:43:55,Fuzzers,1,14,Thursday,0
192.168.1.232,10.0.0.168,7372,239,TCP,880,2023-01-12 07:51:56,Normal,0,7,Thursday,0
192.168.1.106,10.0.0.100,19307,86,TCP,1700,2023-01-09 08:16:06,Reconnaissance,1,8,Monday,0
192.168.1.77,10.0.0.216,42180,318,TCP,1930,2023-01-15 03:01:57,Normal,0,3,Sunday,0
192.168.1.122,10.0.0.229,21696,6,TCP,1450,2023-01-13 18:55:47,Normal,0,18,Friday,0
192.168.1.181,10.0.0.219,36395,835,ICMP,761,2023-01-01 16:47:57,Normal,0,16,Sunday,0
192.168.1.82,10.0.0.151,38044,335,UDP,914,2023-01-09 14:00:10,Normal,0,14,Monday,0
192.168.1.164,10.0.0.122,19353,658,TCP,253,2023-01-03 01:56:55,Normal,0,1,Tuesday,0
192.168.1.44,10.0.0.162,23364,752,ICMP,1129,2023-01-05 08:08:51,Analysis,1,8,Thursday,0
192.168.1.126,10.0.0.25,57330,25,UDP,1978,2023-01-16 17:37:57,Shellcode,1,17,Monday,1
192.168.1.8,10.0.0.123,55537,482,TCP,1871,2023-01-11 11:57:10,Normal,0,11,Wednesday,0
192.168.1.82,10.0.0.12,6554,635,ICMP,1653,2023-01-18 19:26:57,Normal,0,19,Wednesday,0
192.168.1.24,10.0.0.190,2162,487,TCP,148,2023-01-15 18:00:32,DoS,1,18,Sunday,0
192.168.1.232,10.0.0.180,45470,664,ICMP,934,2023-01-19 17:11:55,Normal,0,17,Thursday,0
192.168.1.84,10.0.0.143,57516,341,UDP,201,2023-01-08 12:29:28,Normal,0,12,Sunday,0
192.168.1.67,10.0.0.161,33805,172,UDP,611,2023-01-01 08:21:17,Normal,0,8,Sunday,0
192.168.1.92,10.0.0.2,56037,107,TCP,1423,2023-01-02 13:31:19,Normal,0,13,Monday,0
192.168.1.115,10.0.0.62,37096,834,UDP,226,2023-01-09 11:50:42,Generic,1,11,Monday,0
192.168.1.174,10.0.0.59,38194,807,TCP,1486,2023-01-04 01:10:30,Normal,0,1,Wednesday,0
192.168.1.25,10.0.0.158,13969,942,TCP,584,2023-01-10 12:34:23,Normal,0,12,Tuesday,0
192.168.1.225,10.0.0.27,46717,500,UDP,1296,2023-01-19 18:12:55,Normal,0,18,Thursday,0
192.168.1.168,10.0.0.39,63761,570,ICMP,431,2023-01-16 15:14:05,Exploits,1,15,Monday,0
192.168.1.175,10.0.0.77,33040,173,UDP,1660,2023-01-09 12:52:20,Exploits,1,12,Monday,0
192.168.1.211,10.0.0.112,31056,777,ICMP,1366,2023-01-19 16:40:54,Normal,0,16,Thursday,0
192.168.1.149,10.0.0.38,25262,740,UDP,280,2023-01-12 13:07:55,Normal,0,13,Thursday,0
192.168.1.18,10.0.0.113,8122,416,UDP,201,2023-01-18 02:08:18,Normal,0,2,Wednesday,0
192.168.1.6,10.0.0.107,47378,677,UDP,1977,2023-01-07 20:43:08,Normal,0,20,Saturday,0
192.168.1.128,10.0.0.64,52495,546,ICMP,587,2023-01-02 04:58:37,Normal,0,4,Monday,0
192.168.1.180,10.0.0.157,21285,286,UDP,576,2023-01-20 18:43:40,Normal,0,18,Friday,0
192.168.1.252,10.0.0.121,27013,415,TCP,184,2023-01-16 22:28:26,Normal,0,22,Monday,0
192.168.1.198,10.0.0.65,53657,929,ICMP,493,2023-01-14 10:48:04,Normal,0,10,Saturday,0
192.168.1.249,10.0.0.93,39542,715,UDP,533,2023-01-09 06:10:05,Reconnaissance,1,6,Monday,0
192.168.1.79,10.0.0.156,15355,886,TCP,885,2023-01-20 05:56:21,Normal,0,5,Friday,0
192.168.1.242,10.0.0.12,7934,348,TCP,1340,2023-01-18 02:12:19,Normal,0,2,Wednesday,0
192.168.1.25,10.0.0.247,37996,704,ICMP,333,2023-01-05 08:28:38,Normal,0,8,Thursday,0
192.168.1.66,10.0.0.195,21166,566,TCP,414,2023-01-12 18:30:42,Normal,0,18,Thursday,0
192.168.1.83,10.0.0.90,14408,635,TCP,792,2023-01-10 14:26:27,Worms,1,14,Tuesday,0
192.168.1.19,10.0.0.62,63387,499,TCP,929,2023-01-04 06:49:00,Normal,0,6,Wednesday,0
192.168.1.46,10.0.0.194,55569,780,ICMP,212,2023-01-10 11:32:40,DoS,1,11,Tuesday,0
192.168.1.210,10.0.0.67,3322,333,UDP,1164,2023-01-04 19:41:20,Normal,0,19,Wednesday,0
192.168.1.164,10.0.0.77,36866,583,ICMP,270,2023-01-05 20:20:39,Normal,0,20,Thursday,0
192.168.1.247,10.0.0.204,62947,684,ICMP,392,2023-01-23 20:25:55,Normal,0,20,Monday,0
192.168.1.127,10.0.0.56,2938,552,TCP,842,2023-01-21 05:09:30,Worms,1,5,Saturday,0
192.168.1.138,10.0.0.14,50057,533,ICMP,862,2023-01-15 14:35:36,Normal,0,14,Sunday,0
192.168.1.70,10.0.0.31,61995,719,TCP,1613,2023-01-18 19:26:52,Normal,0,19,Wednesday,0
192.168.1.149,10.0.0.32,2634,386,ICMP,1192,2023-01-09 22:48:52,Normal,0,22,Monday,0
192.168.1.69,10.0.0.95,53637,272,ICMP,1220,2023-01-20 14:39:40,Normal,0,14,Friday,0
192.168.1.145,10.0.0.151,7943,885,ICMP,1676,2023-01-08 11:34:44,Normal,0,11,Sunday,0
192.168.1.79,10.0.0.48,43911,228,TCP,1697,2023-01-19 12:36:37,Worms,1,12,Thursday,0
192.168.1.74,10.0.0.179,11092,451,TCP,901,2023-01-05 14:30:00,DoS,1,14,Thursday,0
192.168.1.253,10.0.0.220,37694,54,ICMP,1562,2023-01-23 16:34:21,Normal,0,16,Monday,0
192.168.1.204,10.0.0.104,30484,497,UDP,837,2023-01-21 21:31:52,Normal,0,21,Saturday,0
192.168.1.180,10.0.0.24,62881,518,TCP,764,2023-01-15 22:54:38,Normal,0,22,Sunday,0
192.168.1.39,10.0.0.98,8346,327,TCP,1667,2023-01-03 08:43:48,Normal,0,8,Tuesday,0
192.168.1.248,10.0.0.63,32753,896,ICMP,815,2023-01-01 07:08:06,Generic,1,7,Sunday,0
192.168.1.147,10.0.0.127,32021,702,ICMP,1172,2023-01-06 02:29:11,Normal,0,2,Friday,0
192.168.1.155,10.0.0.237,19081,706,TCP,886,2023-01-20 23:40:29,Normal,0,23,Friday,0
192.168.1.174,10.0.0.12,13849,264,ICMP,146,2023-01-17 22:39:55,Normal,0,22,Tuesday,0
192.168.1.174,10.0.0.119,53104,322,ICMP,506,2023-01-03 02:35:53,Normal,0,2,Tuesday,0
192.168.1.118,10.0.0.129,55533,717,ICMP,1590,2023-01-09 14:12:37,Normal,0,14,Monday,0
192.168.1.157,10.0.0.76,22783,599,UDP,1611,2023-01-16 19:16:26,Backdoor,1,19,Monday,0
192.168.1.88,10.0.0.227,19800,8,TCP,1544,2023-01-18 22:54:57,Backdoor,1,22,Wednesday,0
192.168.1.67,10.0.0.76,10029,194,TCP,522,2023-01-23 01:25:26,Normal,0,1,Monday,0
192.168.1.95,10.0.0.83,43948,47,TCP,1467,2023-01-14 06:50:59,Normal,0,6,Saturday,0
192.168.1.213,10.0.0.42,38116,888,UDP,81,2023-01-13 10:09:27,Normal,0,10,Friday,0
192.168.1.156,10.0.0.33,29429,972,TCP,338,2023-01-23 19:26:45,Normal,0,19,Monday,0
192.168.1.178,10.0.0.163,38428,628,ICMP,296,2023-01-11 09:40:54,Normal,0,9,Wednesday,0
192.168.1.126,10.0.0.208,6130,404,TCP,1243,2023-01-17 16:25:05,Normal,0,16,Tuesday,0
192.168.1.89,10.0.0.136,2717,514,TCP,1690,2023-01-22 05:18:58,Normal,0,5,Sunday,0
192.168.1.83,10.0.0.63,2222,288,ICMP,1273,2023-01-04 09:38:19,Normal,0,9,Wednesday,0
192.168.1.30,10.0.0.33,52367,717,UDP,142,2023-01-22 08:42:51,Worms,1,8,Sunday,0
192.168.1.150,10.0.0.97,20072,49,UDP,1275,2023-01-15 10:19:22,Normal,0,10,Sunday,0
192.168.1.21,10.0.0.82,25334,374,TCP,1633,2023-01-20 20:22:29,Normal,0,20,Friday,0
192.168.1.237,10.0.0.66,46425,543,UDP,1047,2023-01-18 14:29:07,Normal,0,14,Wednesday,0
192.168.1.120,10.0.0.14,12740,428,TCP,1410,2023-01-02 12:54:55,Normal,0,12,Monday,0
192.168.1.62,10.0.0.89,46769,497,ICMP,776,2023-01-15 10:35:05,Reconnaissance,1,10,Sunday,0
192.168.1.132,10.0.0.95,41378,289,UDP,304,2023-01-21 08:43:18,DoS,1,8,Saturday,0
192.168.1.58,10.0.0.50,16454,718,ICMP,1883,2023-01-24 00:41:57,Shellcode,1,0,Tuesday,0
192.168.1.231,10.0.0.253,57110,206,TCP,172,2023-01-02 15:26:01,Normal,0,15,Monday,0
192.168.1.137,10.0.0.164,23467,953,UDP,398,2023-01-20 13:32:29,Backdoor,1,13,Friday,0
192.168.1.98,10.0.0.146,20607,7,TCP,368,2023-01-15 17:03:08,Normal,0,17,Sunday,0
192.168.1.74,10.0.0.201,32409,669,ICMP,1056,2023-01-12 11:34:47,Normal,0,11,Thursday,0
192.168.1.5,10.0.0.128,5250,116,ICMP,167,2023-01-04 18:22:40,Normal,0,18,Wednesday,0
192.168.1.172,10.0.0.49,7515,393,TCP,1232,2023-01-07 06:45:18,Normal,0,6,Saturday,0
192.168.1.213,10.0.0.179,33597,740,TCP,363,2023-01-08 12:36:13,Reconnaissance,1,12,Sunday,0
192.168.1.224,10.0.0.16,36790,145,ICMP,515,2023-01-02 07:01:59,Worms,1,7,Monday,0
192.168.1.150,10.0.0.198,63699,874,TCP,1836,2023-01-04 15:06:37,Normal,0,15,Wednesday,0
192.168.1.32,10.0.0.31,58988,781,TCP,942,2023-01-10 11:24:53,DoS,1,11,Tuesday,0
192.168.1.37,10.0.0.15,61937,815,UDP,1294,2023-01-11 16:32:04,Fuzzers,1,16,Wednesday,0
192.168.1.134,10.0.0.115,10691,766,UDP,475,2023-01-10 18:25:56,Worms,1,18,Tuesday,0
192.168.1.59,10.0.0.224,28044,85,UDP,1396,2023-01-08 14:31:47,Backdoor,1,14,Sunday,0
192.168.1.205,10.0.0.34,35862,578,TCP,1829,2023-01-14 21:31:44,Normal,0,21,Saturday,0
192.168.1.116,10.0.0.14,55070,363,ICMP,254,2023-01-20 21:52:16,Normal,0,21,Friday,0
192.168.1.47,10.0.0.95,61910,321,UDP,473,2023-01-20 12:14:47,Normal,0,12,Friday,0
192.168.1.158,10.0.0.144,16802,943,ICMP,203,2023-01-07 09:12:05,Analysis,1,9,Saturday,0
192.168.1.193,10.0.0.66,13592,647,UDP,1444,2023-01-12 20:20:40,Normal,0,20,Thursday,0
192.168.1.40,10.0.0.214,58050,297,TCP,95,2023-01-05 08:38:54,Normal,0,8,Thursday,0
192.168.1.72,10.0.0.216,10524,33,TCP,1488,2023-01-15 19:04:34,Normal,0,19,Sunday,0
192.168.1.195,10.0.0.166,40565,20,UDP,670,2023-01-02 18:07:42,Normal,0,18,Monday,0
192.168.1.30,10.0.0.147,45328,482,UDP,1730,2023-01-13 10:44:45,Normal,0,10,Friday,0
192.168.1.178,10.0.0.81,58066,904,TCP,122,2023-01-15 17:43:01,DoS,1,17,Sunday,0
192.168.1.49,10.0.0.28,36810,88,TCP,147,2023-01-22 01:04:47,Normal,0,1,Sunday,0
192.168.1.49,10.0.0.191,2730,507,ICMP,1558,2023-01-09 20:41:30,Normal,0,20,Monday,0
192.168.1.152,10.0.0.33,54534,186,ICMP,136,2023-01-15 15:21:22,Normal,0,15,Sunday,0
192.168.1.140,10.0.0.48,30953,300,UDP,612,2023-01-19 10:36:58,Exploits,1,10,Thursday,0
192.168.1.205,10.0.0.99,56541,953,ICMP,977,2023-01-10 16:43:02,Normal,0,16,Tuesday,0
192.168.1.77,10.0.0.178,51215,917,TCP,748,2023-01-02 15:22:03,Normal,0,15,Monday,0
192.168.1.152,10.0.0.23,32037,556,UDP,1466,2023-01-23 11:00:15,Normal,0,11,Monday,0
192.168.1.154,10.0.0.245,56070,527,UDP,1870,2023-01-10 19:04:09,Normal,0,19,Tuesday,0
192.168.1.233,10.0.0.195,20880,298,ICMP,1515,2023-01-15 13:12:48,Normal,0,13,Sunday,0
192.168.1.35,10.0.0.58,49771,235,ICMP,1460,2023-01-04 14:44:59,Normal,0,14,Wednesday,0
192.168.1.39,10.0.0.187,14937,18,ICMP,1152,2023-01-13 06:36:45,Exploits,1,6,Friday,0
192.168.1.110,10.0.0.191,1161,385,TCP,260,2023-01-03 12:17:26,Normal,0,12,Tuesday,0
192.168.1.209,10.0.0.161,34713,84,UDP,565,2023-01-17 14:00:15,Generic,1,14,Tuesday,0
192.168.1.59,10.0.0.82,21313,657,ICMP,635,2023-01-02 07:03:57,Normal,0,7,Monday,0
192.168.1.85,10.0.0.144,11524,757,UDP,906,2023-01-23 08:37:12,Normal,0,8,Monday,0
192.168.1.33,10.0.0.213,24746,962,TCP,730,2023-01-17 08:29:11,Normal,0,8,Tuesday,0
192.168.1.173,10.0.0.57,21310,582,ICMP,1386,2023-01-15 00:11:22,Normal,0,0,Sunday,0
192.168.1.213,10.0.0.142,3278,94,ICMP,1795,2023-01-10 04:29:50,Normal,0,4,Tuesday,0
192.168.1.184,10.0.0.3,10203,586,TCP,159,2023-01-19 20:57:31,Normal,0,20,Thursday,0
192.168.1.54,10.0.0.207,7589,569,UDP,1514,2023-01-04 19:02:08,Normal,0,19,Wednesday,0
192.168.1.78,10.0.0.174,59814,880,UDP,1469,2023-01-07 00:13:54,Analysis,1,0,Saturday,0
192.168.1.253,10.0.0.165,53164,630,UDP,659,2023-01-17 20:56:31,Normal,0,20,Tuesday,0
192.168.1.129,10.0.0.146,29574,623,TCP,64,2023-01-06 00:01:32,Normal,0,0,Friday,1
192.168.1.111,10.0.0.139,26566,95,TCP,979,2023-01-11 00:38:59,Normal,0,0,Wednesday,0
192.168.1.225,10.0.0.91,30439,919,ICMP,583,2023-01-22 09:33:42,Backdoor,1,9,Sunday,0
192.168.1.219,10.0.0.197,47394,164,TCP,1855,2023-01-10 06:08:13,Normal,0,6,Tuesday,0
192.168.1.39,10.0.0.121,62600,272,TCP,1730,2023-01-15 13:34:30,Normal,0,13,Sunday,0
192.168.1.167,10.0.0.171,22831,68,TCP,797,2023-01-11 01:22:00,Normal,0,1,Wednesday,0
192.168.1.149,10.0.0.209,11694,49,TCP,800,2023-01-01 18:09:12,Normal,0,18,Sunday,0
192.168.1.6,10.0.0.59,25484,415,UDP,699,2023-01-23 07:58:44,Backdoor,1,7,Monday,0
192.168.1.144,10.0.0.121,36403,434,ICMP,1898,2023-01-15 13:17:30,Normal,0,13,Sunday,0
192.168.1.251,10.0.0.10,14957,408,UDP,1674,2023-01-02 18:08:02,Normal,0,18,Monday,0
192.168.1.51,10.0.0.183,61845,351,UDP,1677,2023-01-17 07:27:49,Normal,0,7,Tuesday,0
192.168.1.242,10.0.0.14,38909,626,ICMP,1481,2023-01-18 17:29:41,Reconnaissance,1,17,Wednesday,0
192.168.1.225,10.0.0.52,33693,954,UDP,1711,2023-01-13 11:48:34,Normal,0,11,Friday,0
192.168.1.242,10.0.0.24,47914,748,ICMP,867,2023-01-04 08:00:08,Normal,0,8,Wednesday,0
192.168.1.131,10.0.0.178,31834,576,ICMP,1816,2023-01-04 10:10:05,Normal,0,10,Wednesday,0
192.168.1.105,10.0.0.52,26801,914,ICMP,852,2023-01-14 23:01:41,Normal,0,23,Saturday,0
192.168.1.179,10.0.0.242,13300,857,UDP,966,2023-01-05 18:20:24,Normal,0,18,Thursday,0
192.168.1.62,10.0.0.204,39292,614,UDP,1966,2023-01-19 10:14:57,Normal,0,10,Thursday,0
192.168.1.151,10.0.0.183,55906,539,UDP,707,2023-01-19 07:23:42,Normal,0,7,Thursday,0
192.168.1.241,10.0.0.16,48692,264,UDP,1152,2023-01-03 11:01:36,Shellcode,1,11,Tuesday,0
192.168.1.167,10.0.0.20,47412,288,UDP,756,2023-01-21 03:00:12,Normal,0,3,Saturday,0
192.168.1.11,10.0.0.144,48575,124,TCP,1161,2023-01-07 00:14:39,Normal,0,0,Saturday,0
192.168.1.220,10.0.0.87,59092,534,TCP,1633,2023-01-12 08:41:42,Normal,0,8,Thursday,0
192.168.1.192,10.0.0.74,39342,850,ICMP,1249,2023-01-11 04:10:51,Normal,0,4,Wednesday,0
192.168.1.181,10.0.0.37,39313,5,ICMP,631,2023-01-05 03:42:29,Normal,0,3,Thursday,0
192.168.1.242,10.0.0.62,57688,970,UDP,124,2023-01-04 04:42:18,Normal,0,4,Wednesday,1
192.168.1.39,10.0.0.50,15536,751,TCP,1636,2023-01-01 09:48:06,Normal,0,9,Sunday,0
192.168.1.221,10.0.0.135,13800,51,TCP,1869,2023-01-05 13:22:36,Normal,0,13,Thursday,0
192.168.1.63,10.0.0.71,7974,378,ICMP,1522,2023-01-09 15:56:35,Fuzzers,1,15,Monday,0
192.168.1.217,10.0.0.187,64569,194,UDP,186,2023-01-06 21:31:44,Normal,0,21,Friday,1
192.168.1.182,10.0.0.128,20269,627,TCP,1366,2023-01-02 16:54:07,Normal,0,16,Monday,0
192.168.1.88,10.0.0.37,51947,602,UDP,966,2023-01-19 07:27:35,Normal,0,7,Thursday,0
192.168.1.53,10.0.0.144,28843,672,UDP,1249,2023-01-01 02:04:29,Normal,0,2,Sunday,0
192.168.1.151,10.0.0.60,46161,329,UDP,169,2023-01-20 23:09:39,Normal,0,23,Friday,0
192.168.1.248,10.0.0.238,42623,568,UDP,1738,2023-01-03 11:27:05,Normal,0,11,Tuesday,0
192.168.1.254,10.0.0.230,55023,189,UDP,831,2023-01-18 06:51:19,Normal,0,6,Wednesday,0
192.168.1.123,10.0.0.218,19888,676,TCP,55,2023-01-21 23:33:23,Reconnaissance,1,23,Saturday,1
192.168.1.179,10.0.0.86,48284,885,TCP,1678,2023-01-09 19:53:56,Normal,0,19,Monday,0
192.168.1.225,10.0.0.128,14055,260,UDP,1969,2023-01-11 00:36:31,Shellcode,1,0,Wednesday,0
192.168.1.12,10.0.0.200,55778,84,TCP,1483,2023-01-18 16:19:35,Fuzzers,1,16,Wednesday,0
192.168.1.78,10.0.0.3,26871,534,TCP,233,2023-01-12 09:54:14,Worms,1,9,Thursday,0
192.168.1.166,10.0.0.156,57929,931,ICMP,1595,2023-01-17 23:40:12,Normal,0,23,Tuesday,0
192.168.1.204,10.0.0.49,13421,12,ICMP,918,2023-01-16 07:11:36,Normal,0,7,Monday,0
192.168.1.190,10.0.0.150,16614,213,ICMP,278,2023-01-02 21:51:58,Normal,0,21,Monday,0
192.168.1.107,10.0.0.125,23084,624,TCP,1199,2023-01-21 17:13:18,Shellcode,1,17,Saturday,0
192.168.1.124,10.0.0.184,10735,363,ICMP,1286,2023-01-14 06:14:17,Generic,1,6,Saturday,0
192.168.1.225,10.0.0.76,53966,74,TCP,166,2023-01-21 11:19:17,Normal,0,11,Saturday,0
192.168.1.10,10.0.0.129,41233,561,UDP,904,2023-01-08 21:16:40,Reconnaissance,1,21,Sunday,0
192.168.1.55,10.0.0.22,44238,812,TCP,444,2023-01-13 21:15:48,Normal,0,21,Friday,0
192.168.1.49,10.0.0.136,1420,449,TCP,592,2023-01-11 14:12:32,Exploits,1,14,Wednesday,0
192.168.1.43,10.0.0.6,16133,497,TCP,729,2023-01-10 13:59:46,Normal,0,13,Tuesday,0
192.168.1.207,10.0.0.178,57717,680,ICMP,202,2023-01-01 02:57:21,Backdoor,1,2,Sunday,0
192.168.1.114,10.0.0.126,59699,937,TCP,1484,2023-01-17 18:15:41,Exploits,1,18,Tuesday,0
192.168.1.49,10.0.0.213,4805,919,ICMP,655,2023-01-22 20:18:51,Generic,1,20,Sunday,0
192.168.1.123,10.0.0.68,13239,296,UDP,1353,2023-01-04 12:11:52,Normal,0,12,Wednesday,0
192.168.1.133,10.0.0.176,35521,712,ICMP,844,2023-01-03 02:52:40,DoS,1,2,Tuesday,0
192.168.1.227,10.0.0.177,40073,452,UDP,509,2023-01-04 06:26:10,Normal,0,6,Wednesday,0
192.168.1.141,10.0.0.134,14603,39,ICMP,821,2023-01-01 21:51:30,Normal,0,21,Sunday,0
192.168.1.110,10.0.0.85,27853,516,UDP,392,2023-01-10 17:49:53,Normal,0,17,Tuesday,0
192.168.1.163,10.0.0.45,10851,867,TCP,492,2023-01-15 23:14:17,Normal,0,23,Sunday,0
192.168.1.227,10.0.0.57,37011,629,UDP,815,2023-01-21 08:22:37,Normal,0,8,Saturday,0
192.168.1.41,10.0.0.71,16441,864,TCP,125,2023-01-19 08:07:19,Normal,0,8,Thursday,0
192.168.1.246,10.0.0.214,8945,430,ICMP,1589,2023-01-07 07:27:09,Generic,1,7,Saturday,0
192.168.1.59,10.0.0.167,51742,878,UDP,1927,2023-01-14 23:30:39,Generic,1,23,Saturday,1
192.168.1.70,10.0.0.69,8659,773,TCP,692,2023-01-21 21:28:02,Generic,1,21,Saturday,0
192.168.1.148,10.0.0.184,11066,474,UDP,917,2023-01-06 08:34:27,Normal,0,8,Friday,0
192.168.1.59,10.0.0.62,13300,870,ICMP,1768,2023-01-02 22:32:52,Normal,0,22,Monday,0
192.168.1.48,10.0.0.170,42917,318,ICMP,1607,2023-01-22 23:39:31,Normal,0,23,Sunday,0
192.168.1.2,10.0.0.104,18853,487,UDP,378,2023-01-02 22:18:59,Normal,0,22,Monday,0
192.168.1.127,10.0.0.222,64340,165,TCP,1022,2023-01-21 15:02:19,Normal,0,15,Saturday,0
192.168.1.113,10.0.0.15,7253,579,UDP,1796,2023-01-07 05:21:58,Normal,0,5,Saturday,0
192.168.1.46,10.0.0.62,9265,886,UDP,53,2023-01-07 08:36:38,Fuzzers,1,8,Saturday,1
192.168.1.139,10.0.0.134,24051,47,ICMP,1197,2023-01-01 01:01:05,Exploits,1,1,Sunday,0
192.168.1.246,10.0.0.174,21258,569,UDP,344,2023-01-15 12:14:52,Normal,0,12,Sunday,0
192.168.1.10,10.0.0.232,47967,352,UDP,365,2023-01-23 14:55:57,Normal,0,14,Monday,0
192.168.1.96,10.0.0.185,38274,585,TCP,1163,2023-01-01 21:32:12,Exploits,1,21,Sunday,0
192.168.1.10,10.0.0.99,62451,186,TCP,1339,2023-01-02 13:28:17,Normal,0,13,Monday,0
192.168.1.21,10.0.0.62,15576,476,ICMP,479,2023-01-13 21:25:15,Shellcode,1,21,Friday,0
192.168.1.4,10.0.0.141,21468,705,UDP,1180,2023-01-09 11:59:33,Normal,0,11,Monday,0
192.168.1.53,10.0.0.54,61829,164,TCP,962,2023-01-09 21:45:54,Normal,0,21,Monday,0
192.168.1.51,10.0.0.56,11537,387,TCP,774,2023-01-11 11:43:23,Normal,0,11,Wednesday,0
192.168.1.234,10.0.0.22,42833,183,TCP,1023,2023-01-11 02:57:05,Normal,0,2,Wednesday,0
192.168.1.156,10.0.0.114,25618,172,UDP,1542,2023-01-21 02:04:50,Normal,0,2,Saturday,0
192.168.1.216,10.0.0.107,33060,862,ICMP,912,2023-01-11 16:55:34,Fuzzers,1,16,Wednesday,0
192.168.1.78,10.0.0.188,49092,614,UDP,758,2023-01-16 19:32:55,Reconnaissance,1,19,Monday,0
192.168.1.237,10.0.0.58,44485,429,TCP,1831,2023-01-22 10:33:38,Normal,0,10,Sunday,0
192.168.1.242,10.0.0.47,11446,166,UDP,1363,2023-01-07 00:03:42,DoS,1,0,Saturday,0
192.168.1.69,10.0.0.211,49551,565,TCP,1163,2023-01-19 17:21:02,Reconnaissance,1,17,Thursday,0
192.168.1.68,10.0.0.177,49289,440,TCP,1843,2023-01-17 07:43:15,Normal,0,7,Tuesday,0
192.168.1.121,10.0.0.126,50379,386,UDP,1672,2023-01-14 23:31:45,Backdoor,1,23,Saturday,0
192.168.1.208,10.0.0.193,5571,696,UDP,397,2023-01-18 00:31:24,Normal,0,0,Wednesday,1
192.168.1.169,10.0.0.81,59262,756,TCP,851,2023-01-04 15:52:14,Normal,0,15,Wednesday,0
